Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Adjusted_Volume__Cubic_Feet__d,Product_Group_Code_Description_s,energy_per_volume
6w3ig10-07,MRT311FF**,520.0,25.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.717131474103585
6w3in80-33,WRT518SZF***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295
6w3in80-33,WRT518SZKV***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295
6w3n80-33,WRT518SZF***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454
6w3n80-33,WRT518SZKV***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454
4w3in80-16,WRT148FZD*,455.0,22.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.588235294117645
4w3n80-16,ART348FFF***,370.0,22.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,16.7420814479638
4w3g80-55,WRT108FZD*0*,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183
4w3g80-55,WRT318FZD***,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183
4w3ig80-55,WRT108FFD***,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5
4w3ig80-55,WRT108FZD*0*,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5
5w3in80-19,WRT138FFD***,455.0,22.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.588235294117645
4w3in40-26,WRT104TFD*0*,457.0,17.3,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,26.416184971098264
4w3n40-26,ART104TFD*0*,373.0,17.3,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,21.560693641618496
HS-125SEN,VRM010686N,288.0,3.2,(13A.) Compact all-refrigerators - automatic defrost,90.0
453-5418,453-5418,216.0,8.8,(18.) Compact chest freezers,24.545454545454543
FC177D6AWD,FC18D6CWD,334.0,31.2,(10.) Chest freezers and all other freezers except compact freezers,10.705128205128206
4w9j81-16,WZF79R18D*,496.0,31.2,(9.) Upright freezers with automatic defrost without an automatic icemaker,15.897435897435898
4w9j81-16,AZF33X18D*,496.0,31.2,(9.) Upright freezers with automatic defrost without an automatic icemaker,15.897435897435898
RS28CB7600**,RS28CB7600**,656.0,35.7,(4I.) Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,18.37535014005602
HHM7SRWW,HHM7SRWW,249.0,12.1,(18.) Compact chest freezers,20.578512396694215
HHM5SRBWW,HHM5SRBWW,216.0,8.6,(18.) Compact chest freezers,25.116279069767444
463(x),MRN14W,345.0,17.0,(2.) Refrigerator-freezers - partial automatic defrost,20.294117647058822
463(x),MRN14S,345.0,17.0,(2.) Refrigerator-freezers - partial automatic defrost,20.294117647058822
463(x),MRN14B,345.0,17.0,(2.) Refrigerator-freezers - partial automatic defrost,20.294117647058822
DCF070A5WDB,DCF070A5WDB,225.0,12.3,(18.) Compact chest freezers,18.29268292682927
DCF050A5WDB,DCF050A5WDB,195.0,8.8,(18.) Compact chest freezers,22.159090909090907
PR5181TR*G*,T24UR915LS,274.0,5.2,(13A.) Compact all-refrigerators - automatic defrost,52.69230769230769
PR5181TR*G*,T24UR925LS,274.0,5.2,(13A.) Compact all-refrigerators - automatic defrost,52.69230769230769
PD5181TR,T24UR925DS,269.0,4.4,(13A.) Compact all-refrigerators - automatic defrost,61.13636363636363
PD5181TR,T24UR915DS,269.0,4.4,(13A.) Compact all-refrigerators - automatic defrost,61.13636363636363
PD5181TR,T24UR905DP,269.0,4.4,(13A.) Compact all-refrigerators - automatic defrost,61.13636363636363
PD5181TCIM,T24UC905DP,442.0,5.8,(15I.) Compact refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker,76.20689655172414
PD5181JR,JUDFP242H*1*,269.0,4.4,(13A.) Compact all-refrigerators - automatic defrost,61.13636363636363
PD5181JCIM,JUCFP242H*1*,442.0,5.8,(15I.) Compact refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker,76.20689655172414
PR5181JRR,JURF*242H***,233.0,5.0,(13A.) Compact all-refrigerators - automatic defrost,46.6
PD5181KR,KUDR204KSB**,269.0,4.4,(13A.) Compact all-refrigerators - automatic defrost,61.13636363636363
PD5181KCIM,KUDF204KPA**,442.0,5.8,(15I.) Compact refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker,76.20689655172414
PR5181KRG,KUR*314KSS**,274.0,5.2,(13A.) Compact all-refrigerators - automatic defrost,52.69230769230769
PR5181KR,KUR*114KSB**,274.0,5.0,(13A.) Compact all-refrigerators - automatic defrost,54.8
PR5181WR,WUR35X24HZ0*,305.0,5.1,(13A.) Compact all-refrigerators - automatic defrost,59.80392156862745
PR4880,4.8LMF4RH*,346.0,5.8,(13.) Compact refrigerator-freezers - automatic defrost with top-mounted freezer,59.6551724137931
PR1081,ARD1033F*14R/L,297.0,12.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,24.545454545454547
PR1960,ARD204AB21R/L,249.0,2.0,(13A.) Compact all-refrigerators - automatic defrost,124.5
PR1960,ARD204ABS21R/L,249.0,2.0,(13A.) Compact all-refrigerators - automatic defrost,124.5
PF5011,AFD502MW21R,301.0,8.9,(16.) Compact upright freezers with manual defrost,33.82022471910112
PR4880,DFF048A4WDB,346.0,5.8,(13.) Compact refrigerator-freezers - automatic defrost with top-mounted freezer,59.6551724137931
PR1082,DFF100A4BDBL,263.0,12.0,(2.) Refrigerator-freezers - partial automatic defrost,21.916666666666668
PR1082,ARD1033FB21R/L,263.0,12.0,(2.) Refrigerator-freezers - partial automatic defrost,21.916666666666668
PR1082,ARD1033FW21R/L,263.0,12.0,(2.) Refrigerator-freezers - partial automatic defrost,21.916666666666668
PR1082,ARD1033FS21R/L,263.0,12.0,(2.) Refrigerator-freezers - partial automatic defrost,21.916666666666668
PR1082,10.0RMF4RW,263.0,12.0,(2.) Refrigerator-freezers - partial automatic defrost,21.916666666666668
PR1082,10.0LMF4RW,263.0,12.0,(2.) Refrigerator-freezers - partial automatic defrost,21.916666666666668
PR4881,FF711ES,346.0,5.8,(13.) Compact refrigerator-freezers - automatic defrost with top-mounted freezer,59.6551724137931
PR1082,FF1118WH,263.0,12.0,(2.) Refrigerator-freezers - partial automatic defrost,21.916666666666668
PR1082,FF1159SS3,263.0,12.0,(2.) Refrigerator-freezers - partial automatic defrost,21.916666666666668
5w5am61-09,WRV996FDE***,767.0,31.5,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.349206349206348
5w5am61-09,KRMF706ESS**,767.0,31.5,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.349206349206348
5w5am61-09,KRMF706EBS**,767.0,31.5,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,24.349206349206348
4w5iz00-20,WRF540CWB*,563.0,24.3,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.16872427983539
4w5iz00-20,MFC2062DEM*,563.0,24.3,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.16872427983539
4w5iz00-20,KRFC300E****,563.0,24.3,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.16872427983539
4w5iz00-20,IX6HHEXDS*,563.0,24.3,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.16872427983539
4w5iz20-08,WRF532SMB*,585.0,27.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.666666666666668
4w5iz20-08,MFF2258FE*,585.0,27.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.666666666666668
4w5j91-19,WRB119WFB*,469.0,23.0,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,20.391304347826086
4w5j91-19,MBR1957FE***,469.0,23.0,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,20.391304347826086
4w5j91-19,MBB1957FE***,469.0,23.0,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,20.391304347826086
4w5j91-19,KRBX109E****,469.0,23.0,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,20.391304347826086
4w5ij91-19,KRBX109E****,553.0,23.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.043478260869566
4w5ij91-19,KRBR109ESS**,553.0,23.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.043478260869566
4w5ij91-19,KRBL109ESS**,553.0,23.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.043478260869566
4w5ij91-19,MBR1957FE***,553.0,23.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.043478260869566
4w5ij91-19,MBL1957FE***,553.0,23.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.043478260869566
4w5ij91-19,IX3HHGXSS*,553.0,23.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.043478260869566
4w5j91-19,6935*,469.0,23.0,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,20.391304347826086
7w5ij50-20,WRFA35SWH*,615.0,30.8,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,19.967532467532468
7w5ij50-20,WRF535SWH*,615.0,30.8,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,19.967532467532468
6w5ab50-21,WRF555SDF***,685.0,29.9,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,22.909698996655518
6w5ab50-21,IX7DDEXGZ*,685.0,29.9,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,22.909698996655518
4w5ij20-28,MBF2258FE***,584.0,27.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.62962962962963
7w5ab40-19,WRX735SDH*,683.0,29.6,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,23.074324324324323
SBC678,SBC678***,308.0,6.6,(13A.) Compact all-refrigerators - automatic defrost,46.66666666666667
FF642DADA,FF642DADA**,260.0,4.3,(13A.) Compact all-refrigerators - automatic defrost,60.46511627906977
SPFF532D,CL2F24*9*,380.0,7.5,(17.) Compact upright freezers with automatic defrost,50.666666666666664
BD-140WSD-6,SCFF532D***,380.0,7.5,(17.) Compact upright freezers with automatic defrost,50.666666666666664
SPFF51OS2D,SPFF51OS2D*I***,380.0,7.5,(17.) Compact upright freezers with automatic defrost,50.666666666666664
JC-70WS/HC,SCR1536BG***,250.0,2.5,(13A.) Compact all-refrigerators - automatic defrost,100.0
BCD160WD/HC,FFRF3075W***,490.0,7.2,(14.) Compact refrigerator-freezers - automatic defrost with side-mounted freezer,68.05555555555556
BCD160WD/HC,FFRF3070B***,490.0,7.2,(14.) Compact refrigerator-freezers - automatic defrost with side-mounted freezer,68.05555555555556
HDR13SS,HDR13SS*****,273.0,1.6,(13A.) Compact all-refrigerators - automatic defrost,170.625
SCFF53B,SCFF53B***,390.0,8.3,(17.) Compact upright freezers with automatic defrost,46.98795180722891
FFRF24SS,BRF241FD*,405.0,5.1,(14.) Compact refrigerator-freezers - automatic defrost with side-mounted freezer,79.41176470588236
ASDR1524,ASDR1554**,235.0,1.7,(13A.) Compact all-refrigerators - automatic defrost,138.23529411764707
ASDR1524,LADR1545**,235.0,1.7,(13A.) Compact all-refrigerators - automatic defrost,138.23529411764707
ASDS1523,LR1548**,235.0,1.7,(13A.) Compact all-refrigerators - automatic defrost,138.23529411764707
ASDS1523,SDS1528**,235.0,1.7,(13A.) Compact all-refrigerators - automatic defrost,138.23529411764707
ASDS1523,ADSS1553**,235.0,1.7,(13A.) Compact all-refrigerators - automatic defrost,138.23529411764707
ASDS1523,LASS1544**,235.0,1.7,(13A.) Compact all-refrigerators - automatic defrost,138.23529411764707
ASDR2414,SDR2418**,285.0,3.1,(13A.) Compact all-refrigerators - automatic defrost,91.93548387096774
ASDR2414,ASDR2444**,285.0,3.1,(13A.) Compact all-refrigerators - automatic defrost,91.93548387096774
ASDG2411,SDBV2445**,285.0,3.3,(13A.) Compact all-refrigerators - automatic defrost,86.36363636363637
ASDG2411,LBV2434**,285.0,3.3,(13A.) Compact all-refrigerators - automatic defrost,86.36363636363637
ASDG2411,SDG2415**,285.0,3.3,(13A.) Compact all-refrigerators - automatic defrost,86.36363636363637
ASDG2411,ADBV2411**,285.0,3.3,(13A.) Compact all-refrigerators - automatic defrost,86.36363636363637
ASDG1521,ADBV1551**,270.0,1.8,(13A.) Compact all-refrigerators - automatic defrost,150.0
ASDG1521,SDG1526**,270.0,1.8,(13A.) Compact all-refrigerators - automatic defrost,150.0
BD200YC,CF7F0W,250.0,12.3,(18.) Compact chest freezers,20.32520325203252
BD150YC,CF5F0W,216.0,8.8,(18.) Compact chest freezers,24.545454545454543
BD282,CF10F0WW,233.0,17.6,(10.) Chest freezers and all other freezers except compact freezers,13.238636363636363
BD-200YC,RFRF710-F-BLACK,250.0,12.3,(18.) Compact chest freezers,20.32520325203252
G91626NWLU,BFFD3616ZSS,565.0,24.7,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,22.874493927125506
K76540NEBWU,BRFB1920SS,556.0,20.0,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,27.8
CF531W,CF531W,217.0,8.8,(18.) Compact chest freezers,24.659090909090907
CF331W,CF331W,191.0,6.1,(18.) Compact chest freezers,31.311475409836067
DF2-16,HMDR45PS,327.0,5.4,(12.) Compact refrigerator-freezers - partial automatic defrost,60.55555555555555
DF2-16,HMDR45B,327.0,5.4,(12.) Compact refrigerator-freezers - partial automatic defrost,60.55555555555555
VXBC310BSSL,323916677,287.0,3.1,(13A.) Compact all-refrigerators - automatic defrost,92.58064516129032
GFUM21UD,GFUM21UD,540.0,37.0,(9.) Upright freezers with automatic defrost without an automatic icemaker,14.594594594594595
4w9g60-26,MZF34X16D*,466.0,27.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,16.884057971014492
HD-745FWE (UR-BCD572WX-SQ(B)),NS-RTM20SS3,390.0,25.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,15.6
DL1-11S.E,MCAR32***,259.0,3.2,(13A.) Compact all-refrigerators - automatic defrost,80.9375
HMDR45B,323933608,327.0,5.4,(12.) Compact refrigerator-freezers - partial automatic defrost,60.55555555555555
RC33C1GBE,RC33C1GBE,220.0,3.3,(11A.) Compact all-refrigerators - manual defrost,66.66666666666667
RC33C1GBE,RC33C1G*E,220.0,3.3,(11A.) Compact all-refrigerators - manual defrost,66.66666666666667
7W7P11-08,ASI2175G**0*,660.0,26.6,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.81203007518797
7W7P10-24,WRS321SDH*0*,659.0,26.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,24.867924528301888
BC-50DAN,EFR176-BLACK-6COM,200.0,1.6,(11A.) Compact all-refrigerators - manual defrost,125.0
BC-90DANB,RFR320-B-LIME-6COM,215.0,3.1,(11A.) Compact all-refrigerators - manual defrost,69.35483870967742
