Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Total_Adjusted_Volume__Cubic_Feet__d,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Refrigerated_Volume__ft3__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULDCC3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28URDCC3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28URDMM4,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULDMM4,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28URDAG3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28URDSP3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28URDIT3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28URYW3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28URWH3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28URPG3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28URPB3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28URRD3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULDGM3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULDGC3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULDAG3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULDSP3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULDUJ3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULDUS3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULDIT3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULYW3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULBE3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULWH3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULOR3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULPK3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULPG3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULRD3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U,FAB28ULCR3,10.0,230.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28UDSPR1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28USVL1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28USVR1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28ULIL1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28ULIR1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28UPGL1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28UPGR1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28UBEL1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28UBER1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28UWHL1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28UPBR1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28UPKL1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28UUJL1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28UUJR1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28UORL1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28UCRR1,9.8,290.0,9.5,No,No,By annual report date
Smeg,(1) Refrigerator-freezers and refrigerators other than all-refrigerators with manual defrost,FAB28U_1,FAB28UBLL1,9.8,290.0,9.5,No,No,By annual report date
Monogram,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,S48D_7-BI_N,ZISS480DN****,37.3,884.0,28.6,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,S42D_7-BI_N,ZISS420DN****,31.0,819.0,24.4,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,S48D_7-BI_P,ZISB480DP****,37.3,884.0,28.6,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,S48D_7-BI_N,ZISB480DN****,37.3,884.0,28.6,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,S42D_7-BI_P,ZISB420DP****,31.0,819.0,24.4,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,S42D_7-BI_N,ZISB420DN****,31.0,819.0,24.4,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,S36D_7-BI_K,ZISB360DK****,27.2,780.0,20.4,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,S42N_4I-BI_P,ZIS420NP****,32.2,769.0,25.1,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(3A-BI.) Built-in All-refrigerators - automatic defrost,S36P_3A-BI_R,ZIR361NPR****,21.2,358.0,21.2,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(3A-BI.) Built-in All-refrigerators - automatic defrost,S36B_3A-BI_R,ZIR361NBR****,21.2,358.0,21.2,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(3A-BI.) Built-in All-refrigerators - automatic defrost,S36AR_3A-BI_N,ZIR360NN****,22.0,364.0,22.0,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(3A-BI.) Built-in All-refrigerators - automatic defrost,S30_3A-BI_N,ZIR301NPN****,17.6,332.0,17.6,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(3A-BI.) Built-in All-refrigerators - automatic defrost,S24_3A-BI_R1,ZIR241NBR****,13.3,301.0,13.3,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,S36BF_5I-BI_N,ZIP360NN****,25.6,661.0,20.8,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,S36_9I-BI_H,ZIFS360NH****,38.6,724.0,21.9,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(13A.) Compact all-refrigerators - automatic defrost,GZF5_13A_N6,ZIFS240N****,5.4,308.0,5.4,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,S36_9I-BI_R,ZIF361NPR****,37.3,649.0,21.2,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,S36_9I-BI_R,ZIF361NBR****,37.3,649.0,21.2,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(9I-BI.) Built-in upright freezers with automatic defrost with an automatic icemaker,S24_9I-BI-R3,ZIF241NBR****,22.0,513.0,12.5,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(13A.) Compact all-refrigerators - automatic defrost,GZD5_13A_N6,ZIDS240N****,5.1,305.0,5.1,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(13A.) Compact all-refrigerators - automatic defrost,GZD5_13A_N6,ZIDI240H****,5.1,305.0,5.1,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,S36_5I-BI_P,ZIC360NP****,26.1,607.0,21.3,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Monogram,(13A.) Compact all-refrigerators - automatic defrost,GZOD5_13A_N6,ZDOD240N****,5.4,308.0,5.4,No,No,http://appliances.monogram.com/us/comprehensive-product-list
Crosley,(9.) Upright freezers with automatic defrost without an automatic icemaker,Mid14_9_M6,XUF14SM****,24.8,441.0,14.1,No,No,http://products.geappliances.com/MarketingObjectRetrieval/Dispatcher?RequestType=PDF&Name=XUF14SM-2.pdf
Crosley,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M25GSS_7_H,XSS25GSH****,32.4,708.0,25.3,No,No,https://products.geappliances.com/MarketingObjectRetrieval/Dispatcher?RequestType=PDF&Name=XSS25.pdf
Crosley,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M23G_7_K,XSS23GSK****,28.4,675.0,23.2,No,No,http://products.geappliances.com/MarketingObjectRetrieval/Dispatcher?RequestType=PDF&Name=XSS23.pdf
Crosley,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M23G_7_K,XSS23GGK****,28.4,675.0,23.2,No,No,http://products.geappliances.com/MarketingObjectRetrieval/Dispatcher?RequestType=PDF&Name=XSS23.pdf
Crosley,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D22S_3_N-IM,XRS22KGA****,27.0,535.0,21.9,No,No,https://products.geappliances.com/MarketingObjectRetrieval/Dispatcher?RequestType=PDF&Name=XRS22BGA_EG.pdf
Crosley,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D18S_3_N,XRS18GGA****,20.6,399.0,17.5,No,No,https://products.geappliances.com/MarketingObjectRetrieval/Dispatcher?RequestType=PDF&Name=XRS18GGAEG.pdf
Crosley,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D16S_3_N-IM,XRS16BGA****,18.7,468.0,15.6,No,No,https://products.geappliances.com/MarketingObjectRetrieval/Dispatcher?RequestType=PDF&Name=XRS16BGAEG.pdf
Crosley,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D18E_3_N,XRE18GGA****,20.6,359.0,17.5,No,No,https://products.geappliances.com/MarketingObjectRetrieval/Dispatcher?RequestType=PDF&Name=XRE18GGAEG.pdf
Crosley,(10.) Chest freezers and all other freezers except compact freezers,QF9_10_M,XCM9DM****,16.5,227.0,9.4,No,No,http://products.geappliances.com/MarketingObjectRetrieval/Dispatcher?RequestType=PDF&Name=XCM9DM-2.pdf
Crosley,(10.) Chest freezers and all other freezers except compact freezers,QF22E_10_L6,XCM22DM****,38.1,346.0,21.7,No,No,http://products.geappliances.com/MarketingObjectRetrieval/Dispatcher?RequestType=PDF&Name=XCM22DM.pdf
Haier,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,M27H_5I_M1,QNE27JYM****,33.2,633.0,27.0,No,No,https://www.haierappliances.com/support/manuals
Haier,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,QT17_5_P-IM,QHE16HYP****,21.0,536.0,16.8,No,No,https://www.haierappliances.com/support/manuals
Haier,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,QT17_5_P,QHE16HYP****,21.0,452.0,16.8,No,No,https://www.haierappliances.com/support/manuals
GE Profile,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M28K_7_H1,PSS28KYH****,35.9,738.0,28.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE Profile,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M25K_7_H1,PSE25KYH****,32.1,643.0,25.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE Profile,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,S48P_7-BI_N,PSB48YSN****,37.4,885.0,28.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE Profile,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,S42P_7-BI_R,PSB42YSR****,31.0,819.0,24.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE Profile,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,S42P_7-BI_N,PSB42YSN****,31.0,819.0,24.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
Hotpoint,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D18S_3_H-IM,HPS18BTH****,20.6,483.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
Hotpoint,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D18S_3_H,HPS18BTH****,20.6,399.0,17.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
Hotpoint,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D16S_3_N,HPS16BTN****,18.7,384.0,15.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
Hotpoint,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,D15S_3_H-IM,HPS15BTH****,17.6,459.0,14.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
Hotpoint,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,D15S_3_H,HPS15BTH****,17.6,375.0,14.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
Hotpoint,(11A.) Compact all-refrigerators - manual defrost,W2_11A_M,HME02GGM****,1.7,208.0,1.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
Hotpoint,(10.) Chest freezers and all other freezers except compact freezers,QF9_10_M,HCM9DM****,16.5,227.0,9.4,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M22I_7_N1,GZS22IMN****,27.5,667.0,21.8,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M22D_7_J1,GZS22DMJ****,27.8,669.0,21.9,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,M22D_7_J1,GZS22DGJ****,27.8,669.0,21.9,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,M18_5A_L1,GYE18JYL****,21.4,613.0,17.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,M18_5A_L,GYE18JSL****,21.4,613.0,17.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,M18_5A_L1,GYE18JEM****,21.4,613.0,17.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,M19_5I_L1,GWE19JYL****,22.4,547.0,18.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
